scheme,window,replicate,w,S_GC,N,mean_k
hypergeometric,Neutral,18,300,0.3678646934460888,473,1.5983086680761098
hypergeometric,Neutral,18,400,0.19254658385093168,322,1.4658385093167703
hypergeometric,Neutral,18,600,0.1111111111111111,171,1.286549707602339
hypergeometric,Neutral,18,800,0.09345794392523364,107,1.2710280373831775
hypergeometric,Neutral,19,25,0.8791079812206573,5112,4.215571205007825
hypergeometric,Neutral,19,50,0.8240987983978638,2996,3.1255006675567425
hypergeometric,Neutral,19,75,0.78,2050,2.691707317073171
hypergeometric,Neutral,19,100,0.7365761212886923,1583,2.3916614024005054
hypergeometric,Neutral,19,150,0.6182170542635659,1032,2.056201550387597
hypergeometric,Neutral,19,200,0.5365205843293492,753,1.8114209827357237
hypergeometric,Neutral,19,300,0.3695198329853862,479,1.5908141962421711
hypergeometric,Neutral,19,400,0.18495297805642633,319,1.4482758620689655
hypergeometric,Neutral,19,600,0.10982658959537572,173,1.2947976878612717
hypergeometric,Neutral,19,800,0.09090909090909091,110,1.2727272727272727
hypergeometric,Neutral,20,25,0.8840125391849529,5104,4.233150470219436
hypergeometric,Neutral,20,50,0.8282042610754142,2957,3.143050388907677
hypergeometric,Neutral,20,75,0.7770731707317073,2050,2.6878048780487807
hypergeometric,Neutral,20,100,0.7270440251572327,1590,2.388679245283019
hypergeometric,Neutral,20,150,0.6132437619961613,1042,2.0287907869481767
hypergeometric,Neutral,20,200,0.535904255319149,752,1.8138297872340425
hypergeometric,Neutral,20,300,0.3657505285412262,473,1.5771670190274842
hypergeometric,Neutral,20,400,0.17956656346749225,323,1.4551083591331269
hypergeometric,Neutral,20,600,0.1206896551724138,174,1.2988505747126438
hypergeometric,Neutral,20,800,0.08928571428571429,112,1.2678571428571428
hypergeometric,Neutral,21,25,0.8812463256907701,5103,4.2241818538114835
hypergeometric,Neutral,21,50,0.831190798376184,2956,3.1617050067659
hypergeometric,Neutral,21,75,0.7895256916996047,2024,2.6986166007905137
hypergeometric,Neutral,21,100,0.7221526908635795,1598,2.384230287859825
hypergeometric,Neutral,21,150,0.6277724204435873,1037,2.048216007714561
hypergeometric,Neutral,21,200,0.5335968379446641,759,1.8155467720685112
hypergeometric,Neutral,21,300,0.36610878661087864,478,1.5899581589958158
hypergeometric,Neutral,21,400,0.1892744479495268,317,1.4637223974763407
hypergeometric,Neutral,21,600,0.11176470588235295,170,1.2941176470588236
hypergeometric,Neutral,21,800,0.09090909090909091,110,1.2727272727272727
hypergeometric,Neutral,22,25,0.8807392996108949,5140,4.212062256809339
hypergeometric,Neutral,22,50,0.8321489001692047,2955,3.1695431472081217
hypergeometric,Neutral,22,75,0.7872235872235872,2035,2.7085995085995087
hypergeometric,Neutral,22,100,0.7322683706070288,1565,2.3910543130990414
hypergeometric,Neutral,22,150,0.6055396370582617,1047,2.0343839541547277
hypergeometric,Neutral,22,200,0.5364238410596026,755,1.8119205298013246
hypergeometric,Neutral,22,300,0.3617021276595745,470,1.6
hypergeometric,Neutral,22,400,0.19242902208201892,317,1.4511041009463723
hypergeometric,Neutral,22,600,0.12138728323699421,173,1.2947976878612717
hypergeometric,Neutral,22,800,0.09174311926605505,109,1.2660550458715596
hypergeometric,Neutral,23,25,0.8791854317603289,5107,4.224006265909536
hypergeometric,Neutral,23,50,0.8272514228322732,2987,3.1442919317040507
hypergeometric,Neutral,23,75,0.781003937007874,2032,2.6899606299212597
hypergeometric,Neutral,23,100,0.7191867852604829,1574,2.37992376111817
hypergeometric,Neutral,23,150,0.6124031007751938,1032,2.056201550387597
hypergeometric,Neutral,23,200,0.5369393139841688,758,1.812664907651715
hypergeometric,Neutral,23,300,0.3659043659043659,481,1.5883575883575884
hypergeometric,Neutral,23,400,0.1875,320,1.4625
hypergeometric,Neutral,23,600,0.12280701754385964,171,1.2982456140350878
hypergeometric,Neutral,23,800,0.08256880733944955,109,1.2660550458715596
hypergeometric,Neutral,24,25,0.8805940981043581,5117,4.222005081102209
hypergeometric,Neutral,24,50,0.8277608915906788,2961,3.148936170212766
hypergeometric,Neutral,24,75,0.7862407862407862,2035,2.693857493857494
hypergeometric,Neutral,24,100,0.7290076335877863,1572,2.399491094147583
hypergeometric,Neutral,24,150,0.61003861003861,1036,2.0405405405405403
hypergeometric,Neutral,24,200,0.5369393139841688,758,1.8100263852242744
hypergeometric,Neutral,24,300,0.3634453781512605,476,1.5924369747899159
hypergeometric,Neutral,24,400,0.19122257053291536,319,1.4670846394984327
hypergeometric,Neutral,24,600,0.1130952380952381,168,1.3095238095238095
hypergeometric,Neutral,24,800,0.09259259259259259,108,1.2777777777777777
hypergeometric,Pre-transition,0,25,0.8919360697420995,5506,4.378496185978932
hypergeometric,Pre-transition,0,50,0.8303145853193518,3147,3.2399110263743247
hypergeometric,Pre-transition,0,75,0.7797218483624944,2229,2.7447285778375954
hypergeometric,Pre-transition,0,100,0.7395403653506187,1697,2.430170889805539
hypergeometric,Pre-transition,0,150,0.6211573236889693,1106,2.094032549728752
hypergeometric,Pre-transition,0,200,0.5571600481347774,831,1.874849578820698
hypergeometric,Pre-transition,0,300,0.4139344262295082,488,1.6598360655737705
hypergeometric,Pre-transition,0,400,0.3170731707317073,328,1.4939024390243902
hypergeometric,Pre-transition,0,600,0.17258883248730963,197,1.350253807106599
hypergeometric,Pre-transition,0,800,0.1440677966101695,118,1.3389830508474576
hypergeometric,Pre-transition,1,25,0.8915401301518439,5532,4.369125090383225
hypergeometric,Pre-transition,1,50,0.8207158694963573,3157,3.2220462464364905
hypergeometric,Pre-transition,1,75,0.7782258064516129,2232,2.742831541218638
hypergeometric,Pre-transition,1,100,0.7489589530041642,1681,2.467578822129685
hypergeometric,Pre-transition,1,150,0.6335740072202166,1108,2.1064981949458486
hypergeometric,Pre-transition,1,200,0.5279805352798054,822,1.8880778588807785
hypergeometric,Pre-transition,1,300,0.404,500,1.656
hypergeometric,Pre-transition,1,400,0.3211009174311927,327,1.4984709480122325
hypergeometric,Pre-transition,1,600,0.18181818181818182,187,1.3689839572192513
hypergeometric,Pre-transition,1,800,0.1440677966101695,118,1.3220338983050848
hypergeometric,Pre-transition,2,25,0.8896151053013798,5508,4.396877269426289
hypergeometric,Pre-transition,2,50,0.8253164556962025,3160,3.2259493670886075
hypergeometric,Pre-transition,2,75,0.7835283528352835,2222,2.747974797479748
hypergeometric,Pre-transition,2,100,0.7376854599406528,1685,2.4462908011869438
hypergeometric,Pre-transition,2,150,0.6266907123534716,1109,2.084761045987376
hypergeometric,Pre-transition,2,200,0.5563636363636364,825,1.8812121212121211
hypergeometric,Pre-transition,2,300,0.4166666666666667,492,1.6585365853658536
hypergeometric,Pre-transition,2,400,0.32727272727272727,330,1.509090909090909
hypergeometric,Pre-transition,2,600,0.17989417989417988,189,1.3544973544973544
hypergeometric,Pre-transition,2,800,0.16101694915254236,118,1.3389830508474576
hypergeometric,Pre-transition,3,25,0.8897937024972855,5526,4.389431777053927
hypergeometric,Pre-transition,3,50,0.8270629149541574,3163,3.226051217198862
hypergeometric,Pre-transition,3,75,0.7928860873480414,2221,2.7582170193606483
hypergeometric,Pre-transition,3,100,0.7409387997623291,1683,2.461081402257873
hypergeometric,Pre-transition,3,150,0.6190900981266726,1121,2.0856378233719894
hypergeometric,Pre-transition,3,200,0.5430303030303031,825,1.8618181818181818
hypergeometric,Pre-transition,3,300,0.430327868852459,488,1.6762295081967213
hypergeometric,Pre-transition,3,400,0.3072289156626506,332,1.4939759036144578
hypergeometric,Pre-transition,3,600,0.17801047120418848,191,1.361256544502618
hypergeometric,Pre-transition,3,800,0.13333333333333333,120,1.3333333333333333
hypergeometric,Pre-transition,4,25,0.8967706821480407,5512,4.393686502177069
hypergeometric,Pre-transition,4,50,0.8343928798474253,3146,3.2453909726637
hypergeometric,Pre-transition,4,75,0.7841369986480397,2219,2.754393871113114
hypergeometric,Pre-transition,4,100,0.7519287833827893,1685,2.458160237388724
hypergeometric,Pre-transition,4,150,0.6299638989169675,1108,2.088447653429603
hypergeometric,Pre-transition,4,200,0.5439024390243903,820,1.8829268292682926
hypergeometric,Pre-transition,4,300,0.41030927835051545,485,1.6577319587628867
hypergeometric,Pre-transition,4,400,0.3202416918429003,331,1.498489425981873
hypergeometric,Pre-transition,4,600,0.17708333333333334,192,1.3541666666666667
hypergeometric,Pre-transition,4,800,0.12931034482758622,116,1.3275862068965518
hypergeometric,Pre-transition,5,25,0.8948889290229366,5537,4.388296911685028
hypergeometric,Pre-transition,5,50,0.8242001900538486,3157,3.2359835286664556
hypergeometric,Pre-transition,5,75,0.7835283528352835,2222,2.7542754275427543
hypergeometric,Pre-transition,5,100,0.7519333729922665,1681,2.4509220701963117
hypergeometric,Pre-transition,5,150,0.6145552560646901,1113,2.070080862533693
hypergeometric,Pre-transition,5,200,0.5653235653235653,819,1.8827838827838828
hypergeometric,Pre-transition,5,300,0.406570841889117,487,1.6509240246406571
hypergeometric,Pre-transition,5,400,0.3312883435582822,326,1.5153374233128833
hypergeometric,Pre-transition,5,600,0.17435897435897435,195,1.353846153846154
hypergeometric,Pre-transition,5,800,0.16379310344827586,116,1.3448275862068966
hypergeometric,Pre-transition,6,25,0.8903492978033849,5554,4.374864962189413
hypergeometric,Pre-transition,6,50,0.8291758762235554,3167,3.2263972213451217
hypergeometric,Pre-transition,6,75,0.7813765182186235,2223,2.752136752136752
hypergeometric,Pre-transition,6,100,0.7572873289708507,1681,2.4533016061867934
hypergeometric,Pre-transition,6,150,0.6214028776978417,1112,2.088129496402878
hypergeometric,Pre-transition,6,200,0.5181598062953995,826,1.8765133171912833
hypergeometric,Pre-transition,6,300,0.39553752535496955,493,1.6511156186612577
hypergeometric,Pre-transition,6,400,0.3128834355828221,326,1.49079754601227
hypergeometric,Pre-transition,6,600,0.17616580310880828,193,1.3471502590673574
hypergeometric,Pre-transition,6,800,0.1271186440677966,118,1.3220338983050848
hypergeometric,Pre-transition,7,25,0.888728323699422,5536,4.368135838150289
hypergeometric,Pre-transition,7,50,0.8256880733944955,3161,3.2211325529895602
hypergeometric,Pre-transition,7,75,0.7830401443391971,2217,2.7523680649526385
hypergeometric,Pre-transition,7,100,0.7450746268656716,1675,2.4585074626865673
hypergeometric,Pre-transition,7,150,0.6319569120287253,1114,2.0933572710951527
hypergeometric,Pre-transition,7,200,0.5532435740514076,817,1.8702570379436965
hypergeometric,Pre-transition,7,300,0.4178794178794179,481,1.6756756756756757
hypergeometric,Pre-transition,7,400,0.3211009174311927,327,1.5045871559633028
hypergeometric,Pre-transition,7,600,0.17801047120418848,191,1.361256544502618
hypergeometric,Pre-transition,7,800,0.14166666666666666,120,1.3333333333333333
hypergeometric,Pre-transition,8,25,0.8943738656987296,5510,4.386569872958257
hypergeometric,Pre-transition,8,50,0.8321543408360128,3110,3.248231511254019
hypergeometric,Pre-transition,8,75,0.7829213483146067,2225,2.7658426966292136
hypergeometric,Pre-transition,8,100,0.7480597014925373,1675,2.468059701492537
hypergeometric,Pre-transition,8,150,0.6200361010830325,1108,2.0740072202166067
hypergeometric,Pre-transition,8,200,0.5182481751824818,822,1.878345498783455
hypergeometric,Pre-transition,8,300,0.4190871369294606,482,1.6804979253112033
hypergeometric,Pre-transition,8,400,0.3119266055045872,327,1.492354740061162
hypergeometric,Pre-transition,8,600,0.17801047120418848,191,1.350785340314136
hypergeometric,Pre-transition,8,800,0.13513513513513514,111,1.3153153153153154
hypergeometric,Pre-transition,9,25,0.888828535216368,5523,4.382038747057758
hypergeometric,Pre-transition,9,50,0.8263074484944533,3155,3.2164817749603802
hypergeometric,Pre-transition,9,75,0.7784781629896443,2221,2.7564160288158486
hypergeometric,Pre-transition,9,100,0.7494117647058823,1700,2.4505882352941177
hypergeometric,Pre-transition,9,150,0.6150402864816473,1117,2.078782452999105
hypergeometric,Pre-transition,9,200,0.5535499398315282,831,1.882069795427196
hypergeometric,Pre-transition,9,300,0.40208333333333335,480,1.6541666666666666
hypergeometric,Pre-transition,9,400,0.3241590214067278,327,1.5045871559633028
hypergeometric,Pre-transition,9,600,0.17801047120418848,191,1.361256544502618
hypergeometric,Pre-transition,9,800,0.12396694214876033,121,1.3388429752066116
hypergeometric,Pre-transition,10,25,0.8900144717800289,5528,4.38205499276411
hypergeometric,Pre-transition,10,50,0.8291139240506329,3160,3.219620253164557
hypergeometric,Pre-transition,10,75,0.7872150201162271,2237,2.765310683951721
hypergeometric,Pre-transition,10,100,0.7502958579881657,1690,2.4650887573964497
hypergeometric,Pre-transition,10,150,0.6179875333926982,1123,2.0676758682101513
hypergeometric,Pre-transition,10,200,0.574726609963548,823,1.9003645200486026
hypergeometric,Pre-transition,10,300,0.4140786749482402,483,1.6645962732919255
hypergeometric,Pre-transition,10,400,0.3242424242424242,330,1.503030303030303
hypergeometric,Pre-transition,10,600,0.17989417989417988,189,1.3544973544973544
hypergeometric,Pre-transition,10,800,0.12605042016806722,119,1.3277310924369747
hypergeometric,Pre-transition,11,25,0.8933430074369672,5513,4.397968438236894
hypergeometric,Pre-transition,11,50,0.8188109468386285,3179,3.2104435357030514
hypergeometric,Pre-transition,11,75,0.7833707865168539,2225,2.7604494382022473
hypergeometric,Pre-transition,11,100,0.7540106951871658,1683,2.453951277480689
hypergeometric,Pre-transition,11,150,0.6159420289855072,1104,2.079710144927536
hypergeometric,Pre-transition,11,200,0.5570388349514563,824,1.883495145631068
hypergeometric,Pre-transition,11,300,0.4094650205761317,486,1.6666666666666667
hypergeometric,Pre-transition,11,400,0.32628398791540786,331,1.4924471299093656
hypergeometric,Pre-transition,11,600,0.17616580310880828,193,1.3575129533678756
hypergeometric,Pre-transition,11,800,0.17796610169491525,118,1.3559322033898304
hypergeometric,Pre-transition,12,25,0.8892502258355917,5535,4.370009033423668
hypergeometric,Pre-transition,12,50,0.8270082226438963,3162,3.25426944971537
hypergeometric,Pre-transition,12,75,0.7770330652368186,2238,2.7587131367292224
hypergeometric,Pre-transition,12,100,0.756141402037148,1669,2.463750748951468
hypergeometric,Pre-transition,12,150,0.6200716845878136,1116,2.0698924731182795
hypergeometric,Pre-transition,12,200,0.5627283800243605,821,1.8781973203410476
hypergeometric,Pre-transition,12,300,0.4057971014492754,483,1.660455486542443
hypergeometric,Pre-transition,12,400,0.3253012048192771,332,1.5
hypergeometric,Pre-transition,12,600,0.18085106382978725,188,1.3617021276595744
hypergeometric,Pre-transition,12,800,0.13043478260869565,115,1.3391304347826087
hypergeometric,Pre-transition,13,25,0.8922965902940646,5543,4.364784412772867
hypergeometric,Pre-transition,13,50,0.8209993674889311,3162,3.21505376344086
hypergeometric,Pre-transition,13,75,0.7856498194945848,2216,2.7716606498194944
hypergeometric,Pre-transition,13,100,0.7513353115727003,1685,2.453412462908012
hypergeometric,Pre-transition,13,150,0.6204118173679498,1117,2.078782452999105
hypergeometric,Pre-transition,13,200,0.5471014492753623,828,1.8743961352657006
hypergeometric,Pre-transition,13,300,0.41995841995842,481,1.6673596673596673
hypergeometric,Pre-transition,13,400,0.3203592814371258,334,1.4970059880239521
hypergeometric,Pre-transition,13,600,0.17346938775510204,196,1.346938775510204
hypergeometric,Pre-transition,13,800,0.12931034482758622,116,1.3275862068965518
hypergeometric,Pre-transition,14,25,0.8912452419793366,5517,4.3911546130143195
hypergeometric,Pre-transition,14,50,0.8217916137229987,3148,3.2134688691232527
hypergeometric,Pre-transition,14,75,0.7809694793536804,2228,2.7450628366247756
hypergeometric,Pre-transition,14,100,0.7455830388692579,1698,2.4346289752650176
hypergeometric,Pre-transition,14,150,0.6238859180035651,1122,2.0819964349376114
hypergeometric,Pre-transition,14,200,0.5501813784764208,827,1.8718258766626361
hypergeometric,Pre-transition,14,300,0.4078674948240166,483,1.6645962732919255
hypergeometric,Pre-transition,14,400,0.3102409638554217,332,1.4939759036144578
hypergeometric,Pre-transition,14,600,0.17277486910994763,191,1.350785340314136
hypergeometric,Pre-transition,14,800,0.175,120,1.3333333333333333
hypergeometric,Pre-transition,15,25,0.8915334302325582,5504,4.397529069767442
hypergeometric,Pre-transition,15,50,0.8244781783681214,3162,3.227703984819734
hypergeometric,Pre-transition,15,75,0.776829815895824,2227,2.7444993264481363
hypergeometric,Pre-transition,15,100,0.7473246135552913,1682,2.455410225921522
hypergeometric,Pre-transition,15,150,0.6219401631912964,1103,2.099728014505893
hypergeometric,Pre-transition,15,200,0.5520581113801453,826,1.8789346246973366
hypergeometric,Pre-transition,15,300,0.4110429447852761,489,1.6605316973415134
hypergeometric,Pre-transition,15,400,0.3213213213213213,333,1.4954954954954955
hypergeometric,Pre-transition,15,600,0.17894736842105263,190,1.3578947368421053
hypergeometric,Pre-transition,15,800,0.1271186440677966,118,1.305084745762712
hypergeometric,Pre-transition,16,25,0.8930123099203475,5524,4.3805213613323675
hypergeometric,Pre-transition,16,50,0.8293913591926837,3171,3.2456638284452852
hypergeometric,Pre-transition,16,75,0.7792853912256897,2211,2.767073722297603
hypergeometric,Pre-transition,16,100,0.7451212300413956,1691,2.450620934358368
hypergeometric,Pre-transition,16,150,0.6185752930568079,1109,2.0901713255184853
hypergeometric,Pre-transition,16,200,0.5691747572815534,824,1.8883495145631068
hypergeometric,Pre-transition,16,300,0.4166666666666667,480,1.6791666666666667
hypergeometric,Pre-transition,16,400,0.3164179104477612,335,1.498507462686567
hypergeometric,Pre-transition,16,600,0.17801047120418848,191,1.361256544502618
hypergeometric,Pre-transition,16,800,0.15702479338842976,121,1.3388429752066116
hypergeometric,Pre-transition,17,25,0.8862037871956717,5545,4.376555455365194
hypergeometric,Pre-transition,17,50,0.8191255111670337,3179,3.2142183076439133
hypergeometric,Pre-transition,17,75,0.7865168539325843,2225,2.76314606741573
hypergeometric,Pre-transition,17,100,0.7404129793510325,1695,2.448377581120944
hypergeometric,Pre-transition,17,150,0.621307072515667,1117,2.082363473589973
hypergeometric,Pre-transition,17,200,0.5500603136308806,829,1.8648974668275031
hypergeometric,Pre-transition,17,300,0.4121338912133891,478,1.6569037656903767
hypergeometric,Pre-transition,17,400,0.32,325,1.5015384615384615
hypergeometric,Pre-transition,17,600,0.17435897435897435,195,1.353846153846154
hypergeometric,Pre-transition,17,800,0.11864406779661017,118,1.2881355932203389
hypergeometric,Pre-transition,18,25,0.890968562602217,5503,4.373977830274396
hypergeometric,Pre-transition,18,50,0.8275752773375594,3155,3.2196513470681456
hypergeometric,Pre-transition,18,75,0.7805317710680487,2219,2.7552951780081116
hypergeometric,Pre-transition,18,100,0.748812351543943,1684,2.4536817102137767
hypergeometric,Pre-transition,18,150,0.621307072515667,1117,2.069829901521934
hypergeometric,Pre-transition,18,200,0.5536791314837153,829,1.8914354644149578
hypergeometric,Pre-transition,18,300,0.4061224489795918,490,1.653061224489796
hypergeometric,Pre-transition,18,400,0.3202416918429003,331,1.498489425981873
hypergeometric,Pre-transition,18,600,0.17801047120418848,191,1.361256544502618
hypergeometric,Pre-transition,18,800,0.1440677966101695,118,1.3389830508474576
hypergeometric,Pre-transition,19,25,0.8943738656987296,5510,4.4072595281306715
hypergeometric,Pre-transition,19,50,0.8219134827912852,3167,3.213135459425324
hypergeometric,Pre-transition,19,75,0.7775290957923008,2234,2.7448522829006268
hypergeometric,Pre-transition,19,100,0.7477797513321492,1689,2.448786264061575
hypergeometric,Pre-transition,19,150,0.6265709156193896,1114,2.0861759425493718
hypergeometric,Pre-transition,19,200,0.5687960687960688,814,1.8968058968058967
hypergeometric,Pre-transition,19,300,0.41841004184100417,478,1.6778242677824269
hypergeometric,Pre-transition,19,400,0.3282208588957055,326,1.5030674846625767
hypergeometric,Pre-transition,19,600,0.17801047120418848,191,1.350785340314136
hypergeometric,Pre-transition,19,800,0.14782608695652175,115,1.3217391304347825
hypergeometric,Pre-transition,20,25,0.8935978358881875,5545,4.370423805229937
hypergeometric,Pre-transition,20,50,0.8294080203691916,3142,3.238701464035646
hypergeometric,Pre-transition,20,75,0.7811235955056179,2225,2.74876404494382
hypergeometric,Pre-transition,20,100,0.7430922986478542,1701,2.4432686654908875
hypergeometric,Pre-transition,20,150,0.6275924256086565,1109,2.0775473399458972
hypergeometric,Pre-transition,20,200,0.574726609963548,823,1.8930741190765492
hypergeometric,Pre-transition,20,300,0.42738589211618255,482,1.6846473029045643
hypergeometric,Pre-transition,20,400,0.3242424242424242,330,1.496969696969697
hypergeometric,Pre-transition,20,600,0.17346938775510204,196,1.346938775510204
hypergeometric,Pre-transition,20,800,0.1271186440677966,118,1.305084745762712
hypergeometric,Pre-transition,21,25,0.893396398035292,5497,4.380571220665818
hypergeometric,Pre-transition,21,50,0.8246445497630331,3165,3.2227488151658767
hypergeometric,Pre-transition,21,75,0.782608695652174,2231,2.74675033617212
hypergeometric,Pre-transition,21,100,0.7551990493166963,1683,2.4468211527035058
hypergeometric,Pre-transition,21,150,0.6374216651745748,1117,2.0948970456580125
hypergeometric,Pre-transition,21,200,0.5672371638141809,818,1.8875305623471883
hypergeometric,Pre-transition,21,300,0.411522633744856,486,1.662551440329218
hypergeometric,Pre-transition,21,400,0.3183183183183183,333,1.4954954954954955
hypergeometric,Pre-transition,21,600,0.18085106382978725,188,1.3617021276595744
hypergeometric,Pre-transition,21,800,0.1271186440677966,118,1.3220338983050848
hypergeometric,Pre-transition,22,25,0.8944110686328054,5493,4.3975969415619875
hypergeometric,Pre-transition,22,50,0.8248245054243778,3134,3.2431397574984047
hypergeometric,Pre-transition,22,75,0.7777777777777778,2223,2.756635177687809
hypergeometric,Pre-transition,22,100,0.7452830188679245,1696,2.4410377358490565
hypergeometric,Pre-transition,22,150,0.6274685816876122,1114,2.0933572710951527
hypergeometric,Pre-transition,22,200,0.5492102065613609,823,1.8857837181044959
hypergeometric,Pre-transition,22,300,0.4094650205761317,486,1.6666666666666667
hypergeometric,Pre-transition,22,400,0.32628398791540786,331,1.498489425981873
hypergeometric,Pre-transition,22,600,0.17801047120418848,191,1.361256544502618
hypergeometric,Pre-transition,22,800,0.1440677966101695,118,1.305084745762712
hypergeometric,Pre-transition,23,25,0.8900799418604651,5504,4.380813953488372
hypergeometric,Pre-transition,23,50,0.833015873015873,3150,3.2374603174603176
hypergeometric,Pre-transition,23,75,0.7833333333333333,2220,2.7504504504504506
hypergeometric,Pre-transition,23,100,0.7439096850861556,1683,2.4408793820558525
hypergeometric,Pre-transition,23,150,0.632486388384755,1102,2.103448275862069
hypergeometric,Pre-transition,23,200,0.5504252733900364,823,1.8760631834750912
hypergeometric,Pre-transition,23,300,0.3813387423935091,493,1.6551724137931034
hypergeometric,Pre-transition,23,400,0.3253012048192771,332,1.5120481927710843
hypergeometric,Pre-transition,23,600,0.17553191489361702,188,1.351063829787234
hypergeometric,Pre-transition,23,800,0.1271186440677966,118,1.305084745762712
hypergeometric,Pre-transition,24,25,0.8905995290708205,5521,4.382901648252128
hypergeometric,Pre-transition,24,50,0.8181818181818182,3157,3.2423186569528033
hypergeometric,Pre-transition,24,75,0.7754464285714285,2240,2.741964285714286
hypergeometric,Pre-transition,24,100,0.7570921985815603,1692,2.4397163120567376
hypergeometric,Pre-transition,24,150,0.6210621062106211,1111,2.0846084608460846
hypergeometric,Pre-transition,24,200,0.5521844660194175,824,1.8762135922330097
hypergeometric,Pre-transition,24,300,0.41115702479338845,484,1.665289256198347
hypergeometric,Pre-transition,24,400,0.3212121212121212,330,1.503030303030303
hypergeometric,Pre-transition,24,600,0.17801047120418848,191,1.361256544502618
hypergeometric,Pre-transition,24,800,0.1271186440677966,118,1.3220338983050848
hypergeometric,Post-transition,0,25,0.9042632759910246,5348,4.737845923709798
hypergeometric,Post-transition,0,50,0.8406628425748884,3138,3.465901848311026
hypergeometric,Post-transition,0,75,0.7913121361397224,2233,2.948499776085983
hypergeometric,Post-transition,0,100,0.7530224525043178,1737,2.5860679332181924
hypergeometric,Post-transition,0,150,0.6904962153069807,1189,2.2304457527333894
hypergeometric,Post-transition,0,200,0.6581986143187067,866,2.064665127020785
hypergeometric,Post-transition,0,300,0.5142857142857142,525,1.8057142857142856
hypergeometric,Post-transition,0,400,0.39949748743718594,398,1.6080402010050252
hypergeometric,Post-transition,0,600,0.14732142857142858,224,1.4285714285714286
hypergeometric,Post-transition,0,800,0.1069182389937107,159,1.2955974842767295
hypergeometric,Post-transition,1,25,0.9028560691469373,5322,4.733934611048478
hypergeometric,Post-transition,1,50,0.8508128785463819,3137,3.4619062798852407
hypergeometric,Post-transition,1,75,0.7941176470588235,2244,2.9313725490196076
hypergeometric,Post-transition,1,100,0.751004016064257,1743,2.580608146873207
hypergeometric,Post-transition,1,150,0.6969439728353141,1178,2.2275042444821733
hypergeometric,Post-transition,1,200,0.6650887573964497,845,2.080473372781065
hypergeometric,Post-transition,1,300,0.5130597014925373,536,1.787313432835821
hypergeometric,Post-transition,1,400,0.4092071611253197,391,1.6112531969309463
hypergeometric,Post-transition,1,600,0.1590909090909091,220,1.4363636363636363
hypergeometric,Post-transition,1,800,0.09202453987730061,163,1.2883435582822085
hypergeometric,Post-transition,2,25,0.9017189835575485,5352,4.730568011958146
hypergeometric,Post-transition,2,50,0.8481174218251436,3134,3.4569240587109125
hypergeometric,Post-transition,2,75,0.7970430107526881,2232,2.935483870967742
hypergeometric,Post-transition,2,100,0.7567723342939481,1735,2.589048991354467
hypergeometric,Post-transition,2,150,0.6908783783783784,1184,2.2212837837837838
hypergeometric,Post-transition,2,200,0.6764361078546307,853,2.063305978898007
hypergeometric,Post-transition,2,300,0.5339622641509434,530,1.8037735849056604
hypergeometric,Post-transition,2,400,0.4030612244897959,392,1.6122448979591837
hypergeometric,Post-transition,2,600,0.11818181818181818,220,1.4272727272727272
hypergeometric,Post-transition,2,800,0.09375,160,1.2875
hypergeometric,Post-transition,3,25,0.9016697588126159,5390,4.726530612244898
hypergeometric,Post-transition,3,50,0.8371647509578544,3132,3.450830140485313
hypergeometric,Post-transition,3,75,0.7858739383102369,2237,2.9557443004023245
hypergeometric,Post-transition,3,100,0.7567567567567568,1739,2.587694077055779
hypergeometric,Post-transition,3,150,0.70578231292517,1176,2.25
hypergeometric,Post-transition,3,200,0.6569086651053864,854,2.063231850117096
hypergeometric,Post-transition,3,300,0.5418994413407822,537,1.8026070763500932
hypergeometric,Post-transition,3,400,0.4218362282878412,403,1.6029776674937966
hypergeometric,Post-transition,3,600,0.1583710407239819,221,1.4479638009049773
hypergeometric,Post-transition,3,800,0.10828025477707007,157,1.2993630573248407
hypergeometric,Post-transition,4,25,0.903623459096003,5354,4.715353007097497
hypergeometric,Post-transition,4,50,0.8447780261897158,3131,3.455126157777068
hypergeometric,Post-transition,4,75,0.7875787578757876,2222,2.961296129612961
hypergeometric,Post-transition,4,100,0.7612456747404844,1734,2.582468281430219
hypergeometric,Post-transition,4,150,0.6938603868797308,1189,2.2153069806560133
hypergeometric,Post-transition,4,200,0.6450867052023121,865,2.0485549132947978
hypergeometric,Post-transition,4,300,0.5319548872180451,532,1.8120300751879699
hypergeometric,Post-transition,4,400,0.44556962025316454,395,1.6151898734177215
hypergeometric,Post-transition,4,600,0.11926605504587157,218,1.4311926605504588
hypergeometric,Post-transition,4,800,0.09316770186335403,161,1.2919254658385093
hypergeometric,Post-transition,5,25,0.900428066257212,5373,4.701284198771636
hypergeometric,Post-transition,5,50,0.8455882352941176,3128,3.4680306905370846
hypergeometric,Post-transition,5,75,0.7915178571428572,2240,2.9580357142857143
hypergeometric,Post-transition,5,100,0.7547062179121506,1753,2.5795778665145463
hypergeometric,Post-transition,5,150,0.7037974683544304,1185,2.249789029535865
hypergeometric,Post-transition,5,200,0.6821428571428572,840,2.0833333333333335
hypergeometric,Post-transition,5,300,0.5103578154425612,531,1.8003766478342749
hypergeometric,Post-transition,5,400,0.42091836734693877,392,1.6020408163265305
hypergeometric,Post-transition,5,600,0.1583710407239819,221,1.4389140271493213
