time,Method,Value,Data,Frequency
2012-03-08,Loess (0.1),0.303724384929282,Media,Daily
2012-03-08,Loess (0.25),0.553347823147419,Media,Daily
2012-03-08,First Difference,0.0332708217904667,Media,Daily
2012-03-09,Original,99.4755398243928,Media,Daily
2012-03-09,Linear,-0.214974913722695,Media,Daily
2012-03-09,Loess (0.1),0.204796248895008,Media,Daily
2012-03-09,Loess (0.25),0.446255936826447,Media,Daily
2012-03-09,First Difference,-0.105861705696938,Media,Daily
2012-03-10,Original,100.932196894783,Media,Daily
2012-03-10,Linear,1.24157092021207,Media,Daily
2012-03-10,Loess (0.1),1.66837851105058,Media,Daily
2012-03-10,Loess (0.25),1.90167984604817,Media,Daily
2012-03-10,First Difference,1.45665707038981,Media,Daily
2012-03-11,Original,100.047193035156,Media,Daily
2012-03-11,Linear,0.356455824130663,Media,Daily
2012-03-11,Loess (0.1),0.790291902790131,Media,Daily
2012-03-11,Loess (0.25),1.01543979744075,Media,Daily
2012-03-11,First Difference,-0.885003859626366,Media,Daily
2012-03-12,Original,99.9520339019605,Media,Daily
2012-03-12,Linear,0.261185454479898,Media,Daily
2012-03-12,Loess (0.1),0.702042518057681,Media,Daily
2012-03-12,Loess (0.25),0.919041400182067,Media,Daily
2012-03-12,First Difference,-0.0951591331957218,Media,Daily
2012-03-13,Original,100.080463856947,Media,Daily
2012-03-13,Linear,0.389504173011044,Media,Daily
2012-03-13,Loess (0.1),0.837375156101615,Media,Daily
2012-03-13,Loess (0.25),1.04622896875445,Media,Daily
2012-03-13,First Difference,0.128429954986188,Media,Daily
2012-03-14,Original,98.88271427249,Media,Daily
2012-03-14,Linear,-0.808356647900743,Media,Daily
2012-03-14,Loess (0.1),-0.353479381384872,Media,Daily
2012-03-14,Loess (0.25),-0.152766171735877,Media,Daily
2012-03-14,First Difference,-1.19774958445674,Media,Daily
2012-03-15,Original,99.7162359131353,Media,Daily
2012-03-15,Linear,0.0250537562895584,Media,Daily
2012-03-15,Loess (0.1),0.486928221383238,Media,Daily
2012-03-15,Loess (0.25),0.679506695987158,Media,Daily
2012-03-15,First Difference,0.833521640645344,Media,Daily
2012-03-16,Original,99.3397628828184,Media,Daily
2012-03-16,Linear,-0.351530510482415,Media,Daily
2012-03-16,Loess (0.1),0.117331188721636,Media,Daily
2012-03-16,Loess (0.25),0.301781628590291,Media,Daily
2012-03-16,First Difference,-0.37647303031693,Media,Daily
2012-03-17,Original,99.6978494063564,Media,Daily
2012-03-17,Linear,0.00644477660053448,Media,Daily
2012-03-17,Loess (0.1),0.482282865827713,Media,Daily
2012-03-17,Loess (0.25),0.65861280362175,Media,Daily
2012-03-17,First Difference,0.358086523537992,Media,Daily
2012-03-18,Original,99.2410154302334,Media,Daily
2012-03-18,Linear,-0.450500435977445,Media,Daily
2012-03-18,Loess (0.1),0.0323023195657157,Media,Daily
2012-03-18,Loess (0.25),0.200520120296773,Media,Daily
2012-03-18,First Difference,-0.456833976122937,Media,Daily
2012-03-19,Original,99.0260347355874,Media,Daily
2012-03-19,Linear,-0.665592367078561,Media,Daily
2012-03-19,Loess (0.1),-0.175837548546468,Media,Daily
2012-03-19,Loess (0.25),-0.0157226875158187,Media,Daily
2012-03-19,First Difference,-0.214980694646073,Media,Daily
2012-03-20,Original,99.1932419425343,Media,Daily
2012-03-20,Linear,-0.498496396586648,Media,Daily
2012-03-20,Loess (0.1),-0.00180299801256467,Media,Daily
2012-03-20,Loess (0.25),0.150218953031228,Media,Daily
2012-03-20,First Difference,0.167207206946955,Media,Daily
2012-03-21,Original,99.1662395364435,Media,Daily
2012-03-21,Linear,-0.525610039132507,Media,Daily
2012-03-21,Loess (0.1),-0.0219924230832476,Media,Daily
2012-03-21,Loess (0.25),0.121947480038187,Media,Daily
2012-03-21,First Difference,-0.0270024060908156,Media,Daily
2012-03-22,Original,99.1662395364435,Media,Daily
2012-03-22,Linear,-0.52572127558755,Media,Daily
2012-03-22,Loess (0.1),-0.0151946842497921,Media,Daily
2012-03-22,Loess (0.25),0.120674865364705,Media,Daily
2012-03-22,First Difference,0,Media,Daily
2012-03-23,Original,100.445224907325,Media,Daily
2012-03-23,Linear,0.753152858838965,Media,Daily
2012-03-23,Loess (0.1),1.27057230365864,Media,Daily
2012-03-23,Loess (0.25),1.39838402653257,Media,Daily
2012-03-23,First Difference,1.27898537088156,Media,Daily
2012-03-24,Original,98.24531537082,Media,Daily
2012-03-24,Linear,-1.44686791412112,Media,Daily
2012-03-24,Loess (0.1),-0.922572617246004,Media,Daily
2012-03-24,Loess (0.25),-0.802805361995311,Media,Daily
2012-03-24,First Difference,-2.19990953650505,Media,Daily
2012-03-25,Original,97.951131262357,Media,Daily
2012-03-25,Linear,-1.74116325903922,Media,Daily
2012-03-25,Loess (0.1),-1.21000999115499,Media,Daily
2012-03-25,Loess (0.25),-1.09827301205927,Media,Daily
2012-03-25,First Difference,-0.294184108463057,Media,Daily
2012-03-26,Original,98.5500060545853,Media,Daily
2012-03-26,Linear,-1.14239970326589,Media,Daily
2012-03-26,Loess (0.1),-0.604407225038756,Media,Daily
2012-03-26,Loess (0.25),-0.50068549827877,Media,Daily
2012-03-26,First Difference,0.598874792228372,Media,Daily
2012-03-27,Original,100.642371069408,Media,Daily
2012-03-27,Linear,0.949854075101639,Media,Daily
2012-03-27,Loess (0.1),1.49466612338553,Media,Daily
2012-03-27,Loess (0.25),1.59038845397998,Media,Daily
2012-03-27,First Difference,2.09236501482258,Media,Daily
2012-03-28,Original,99.3485057775565,Media,Daily
2012-03-28,Linear,-0.344122453204822,Media,Daily
2012-03-28,Loess (0.1),0.207488645229844,Media,Daily
2012-03-28,Loess (0.25),0.295228268179827,Media,Daily
2012-03-28,First Difference,-1.29386529185142,Media,Daily
2012-03-29,Original,99.1156100250232,Media,Daily
2012-03-29,Linear,-0.577129442193117,Media,Daily
2012-03-29,Loess (0.1),-0.0187406931335659,Media,Daily
2012-03-29,Loess (0.25),0.0610337430440495,Media,Daily
2012-03-29,First Difference,-0.232895752533253,Media,Daily
2012-03-30,Original,99.6936957562934,Media,Daily
2012-03-30,Linear,0.000845052621989897,Media,Daily
2012-03-30,Loess (0.1),0.565989173160659,Media,Daily
2012-03-30,Loess (0.25),0.637816775788934,Media,Daily
2012-03-30,First Difference,0.57808573127015,Media,Daily
2012-03-31,Original,98.2799252659333,Media,Daily
2012-03-31,Linear,-1.41303667419312,Media,Daily
2012-03-31,Loess (0.1),-0.841160340940959,Media,Daily
2012-03-31,Loess (0.25),-0.777260386288077,Media,Daily
2012-03-31,First Difference,-1.41377049036007,Media,Daily
2012-04-01,Original,98.3810926516491,Media,Daily
2012-04-01,Linear,-1.31198052493236,Media,Daily
2012-04-01,Loess (0.1),-0.733396017352277,Media,Daily
2012-04-01,Loess (0.25),-0.677403692749863,Media,Daily
2012-04-01,First Difference,0.101167385715797,Media,Daily
2012-04-02,Original,99.0157975596518,Media,Daily
2012-04-02,Linear,-0.677386853384688,Media,Daily
2012-04-02,Loess (0.1),-0.0921190894820683,Media,Daily
2012-04-02,Loess (0.25),-0.0440135446542769,Media,Daily
2012-04-02,First Difference,0.634704908002718,Media,Daily
2012-04-03,Original,100.07697562332,Media,Daily
2012-04-03,Linear,0.383679973827966,Media,Daily
2012-04-03,Loess (0.1),0.975605196427821,Media,Daily
2012-04-03,Loess (0.25),1.0158456441078,Media,Daily
2012-04-03,First Difference,1.0611780636677,Media,Daily
2012-04-04,Original,100.07697562332,Media,Daily
2012-04-04,Linear,0.383568737372923,Media,Daily
2012-04-04,Loess (0.1),0.982124741424826,Media,Daily
2012-04-04,Loess (0.25),1.01452260693476,Media,Daily
2012-04-04,First Difference,0,Media,Daily
2012-04-05,Original,100.183684222662,Media,Daily
2012-04-05,Linear,0.490166100260391,Media,Daily
2012-04-05,Loess (0.1),1.09532532889926,Media,Daily
2012-04-05,Loess (0.25),1.11990395956789,Media,Daily
2012-04-05,First Difference,0.106708599342511,Media,Daily
2012-04-06,Original,99.5481307082993,Media,Daily
2012-04-06,Linear,-0.145498650557421,Media,Daily
2012-04-06,Loess (0.1),0.466235366183483,Media,Daily
2012-04-06,Loess (0.25),0.483018941690403,Media,Daily
2012-04-06,First Difference,-0.635553514362769,Media,Daily
2012-04-07,Original,97.951131262357,Media,Daily
2012-04-07,Linear,-1.74260933295478,Media,Daily
2012-04-07,Loess (0.1),-1.12432984421669,Media,Daily
2012-04-07,Loess (0.25),-1.11531631184081,Media,Daily
2012-04-07,First Difference,-1.59699944594232,Media,Daily
2012-04-08,Original,98.4169227674235,Media,Daily
2012-04-08,Linear,-1.27692906434332,Media,Daily
2012-04-08,Loess (0.1),-0.652134299332744,Media,Daily
2012-04-08,Loess (0.25),-0.650864965706418,Media,Daily
2012-04-08,First Difference,0.465791505066505,Media,Daily
2012-04-09,Original,98.5146465024149,Media,Daily
2012-04-09,Linear,-1.17931656580697,Media,Daily
2012-04-09,Loess (0.1),-0.548037599868536,Media,Daily
