fecha,promedio_normalizado,indice_cti,Data,Temporalidad
2016-05-19,0.014038191231444,100.014038191231,Medios,Diario
2016-05-20,0.470456359009902,100.47045635901,Medios,Diario
2016-05-21,0.465166416239643,100.46516641624,Medios,Diario
2016-05-22,-0.0105554399449104,99.9894445600551,Medios,Diario
2016-05-23,-0.533439251609931,99.4665607483901,Medios,Diario
2016-05-24,-0.0651805062470097,99.934819493753,Medios,Diario
2016-05-25,0.0300854933377074,100.030085493338,Medios,Diario
2016-05-26,-0.226558751195941,99.7734412488041,Medios,Diario
2016-05-27,-0.639166328819503,99.3608336711805,Medios,Diario
2016-05-28,-0.338431187684106,99.6615688123159,Medios,Diario
2016-05-29,0.0701670925745341,100.070167092575,Medios,Diario
2016-05-30,-0.538276996713015,99.461723003287,Medios,Diario
2016-05-31,-0.131085831579761,99.8689141684202,Medios,Diario
2016-06-01,0.13633558244107,100.136335582441,Medios,Diario
2016-06-02,0.0146613956720178,100.014661395672,Medios,Diario
2016-06-03,-0.512630507782909,99.4873694922171,Medios,Diario
2016-06-04,-0.295374011367914,99.7046259886321,Medios,Diario
2016-06-05,0.583035441466179,100.583035441466,Medios,Diario
2016-06-06,-0.273782570588779,99.7262174294112,Medios,Diario
2016-06-07,0.0611031967977925,100.061103196798,Medios,Diario
2016-06-08,0.350842192560727,100.350842192561,Medios,Diario
2016-06-09,-0.325796609452061,99.674203390548,Medios,Diario
2016-06-10,-0.263659359232154,99.7363406407679,Medios,Diario
2016-06-11,0.306081776661375,100.306081776661,Medios,Diario
2016-06-12,-0.588986373859201,99.4110136261408,Medios,Diario
2016-06-13,-0.181289869095121,99.8187101309049,Medios,Diario
2016-06-14,-0.201032517289156,99.7989674827109,Medios,Diario
2016-06-15,-0.736480460370592,99.2635195396294,Medios,Diario
2016-06-16,-0.485733883122848,99.5142661168772,Medios,Diario
2016-06-17,0.268427086331263,100.268427086331,Medios,Diario
2016-06-18,-1.24840636025408,98.7515936397459,Medios,Diario
2016-06-19,-0.10160513144693,99.8983948685531,Medios,Diario
2016-06-20,0.114586109335625,100.114586109336,Medios,Diario
2016-06-21,0.136792951350982,100.136792951351,Medios,Diario
2016-06-22,-0.617692772383383,99.3823072276166,Medios,Diario
2016-06-23,-0.717726525192793,99.2822734748072,Medios,Diario
2016-06-24,0.177192563380376,100.17719256338,Medios,Diario
2016-06-25,-0.517568935849702,99.4824310641503,Medios,Diario
2016-06-26,-0.766869930695814,99.2331300693042,Medios,Diario
2016-06-27,-0.106347657765185,99.8936523422348,Medios,Diario
2016-06-28,-0.127858873146943,99.8721411268531,Medios,Diario
2016-06-29,0.170421412008169,100.170421412008,Medios,Diario
2016-06-30,-0.0441879101821482,99.9558120898179,Medios,Diario
2016-07-01,0.0902597278265615,100.090259727827,Medios,Diario
2016-07-02,0.0588877499950032,100.058887749995,Medios,Diario
2016-07-03,0.794309620701691,100.794309620702,Medios,Diario
2016-07-04,-0.0791520927551826,99.9208479072448,Medios,Diario
2016-07-05,-0.290683636877119,99.7093163631229,Medios,Diario
2016-07-06,0.188636538295279,100.188636538295,Medios,Diario
2016-07-07,-1.20431312637372,98.7956868736263,Medios,Diario
2016-07-08,-0.520367574094773,99.4796324259052,Medios,Diario
2016-07-09,0.0498076742659919,100.049807674266,Medios,Diario
2016-07-10,0.0173530492698786,100.01735304927,Medios,Diario
2016-07-11,-1.10131651016941,98.8986834898306,Medios,Diario
2016-07-12,0.0954034456516356,100.095403445652,Medios,Diario
2016-07-13,-0.393612439868421,99.6063875601316,Medios,Diario
2016-07-14,0.046234109845987,100.046234109846,Medios,Diario
2016-07-15,0.105189400180695,100.105189400181,Medios,Diario
2016-07-16,-0.781404194759189,99.2185958052408,Medios,Diario
2016-07-17,-0.516237564279044,99.483762435721,Medios,Diario
2016-07-18,-0.610644672954555,99.3893553270455,Medios,Diario
2016-07-19,0.255618456074977,100.255618456075,Medios,Diario
2016-07-20,0.00843345383169081,100.008433453832,Medios,Diario
2016-07-21,0.0584382905974097,100.058438290597,Medios,Diario
2016-07-22,-0.42846360533457,99.5715363946654,Medios,Diario
2016-07-23,-0.524257746920234,99.4757422530798,Medios,Diario
2016-07-24,-0.244491280722224,99.7555087192778,Medios,Diario
2016-07-25,-0.875984043963476,99.1240159560365,Medios,Diario
2016-07-26,0.368098203590509,100.368098203591,Medios,Diario
2016-07-27,0.0459068658696593,100.04590686587,Medios,Diario
2016-07-28,0.0843568593157084,100.084356859316,Medios,Diario
2016-07-29,-0.277166363279692,99.7228336367203,Medios,Diario
2016-07-30,-1.14310752649367,98.8568924735063,Medios,Diario
2016-07-31,-0.132703126423552,99.8672968735764,Medios,Diario
2016-08-01,-0.603331896689349,99.3966681033107,Medios,Diario
2016-08-02,-0.83620746866564,99.1637925313344,Medios,Diario
2016-08-03,-0.620404747975653,99.3795952520244,Medios,Diario
2016-08-04,1.02816209263447,101.028162092634,Medios,Diario
2016-08-05,-0.571494300623393,99.4285056993766,Medios,Diario
2016-08-06,0.822740791254644,100.822740791255,Medios,Diario
2016-08-07,0.037583438408267,100.037583438408,Medios,Diario
2016-08-08,-0.312477731532565,99.6875222684674,Medios,Diario
2016-08-09,-0.192540456028223,99.8074595439718,Medios,Diario
